standard_number,title,descriptive_title,year,id,source,detail_url,pdf_url
IS 19794,IS 19794 : 2026,IS 19794 : 2026,2026,55071,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19794&id=55071,https://archive.org/search?query=title%3A%22IS%2019794%22
IS 19795,IS 19795 : 2026,IS 19795 : 2026,2026,55072,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19795&id=55072,https://archive.org/search?query=title%3A%22IS%2019795%22
IS 19796,IS 19796 : 2026,IS 19796 : 2026,2026,55073,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19796&id=55073,https://archive.org/search?query=title%3A%22IS%2019796%22
IS 19797,IS 19797 : 2026,IS 19797 : 2026,2026,55074,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19797&id=55074,https://archive.org/search?query=title%3A%22IS%2019797%22
IS 19798,IS 19798 : 2026,IS 19798 : 2026,2026,55075,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19798&id=55075,https://archive.org/search?query=title%3A%22IS%2019798%22
IS 19799,IS 19799 : 2026,IS 19799 : 2026,2026,55076,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19799&id=55076,https://archive.org/search?query=title%3A%22IS%2019799%22
IS 198,IS 198 : 1978,IS 198 : 1978,1978,8606,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+198&id=8606,https://archive.org/search?query=title%3A%22IS%20198%22
IS 198 Amd. 1,IS 198 Amd. 1 : 1982,IS 198 Amd. 1 : 1982,1982,27327,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+198+Amd.+1&id=27327,https://archive.org/search?query=title%3A%22IS%20198%20Amd.%201%22
IS 198 Amd. 2,IS 198 Amd. 2 : 1978,IS 198 Amd. 2 : 1978,1978,27328,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+198+Amd.+2&id=27328,https://archive.org/search?query=title%3A%22IS%20198%20Amd.%202%22
IS 1980,IS 1980 : 1967,IS 1980 : 1967,1967,18851,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1980&id=18851,https://archive.org/search?query=title%3A%22IS%201980%22
IS 19800,IS 19800 : 2026,IS 19800 : 2026,2026,55077,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19800&id=55077,https://archive.org/search?query=title%3A%22IS%2019800%22
IS 19801,IS 19801 : 2026,IS 19801 : 2026,2026,55078,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19801&id=55078,https://archive.org/search?query=title%3A%22IS%2019801%22
IS 19802,IS 19802 : 2026,IS 19802 : 2026,2026,55079,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19802&id=55079,https://archive.org/search?query=title%3A%22IS%2019802%22
IS 19803,IS 19803 : 2026,IS 19803 : 2026,2026,55080,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19803&id=55080,https://archive.org/search?query=title%3A%22IS%2019803%22
IS 19804,IS 19804 : 2026,IS 19804 : 2026,2026,55081,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19804&id=55081,https://archive.org/search?query=title%3A%22IS%2019804%22
IS 19805,IS 19805 : 2026,IS 19805 : 2026,2026,55082,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19805&id=55082,https://archive.org/search?query=title%3A%22IS%2019805%22
IS 19806,IS 19806 : 2026,IS 19806 : 2026,2026,55083,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19806&id=55083,https://archive.org/search?query=title%3A%22IS%2019806%22
IS 19807,IS 19807 : 2026,IS 19807 : 2026,2026,55084,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19807&id=55084,https://archive.org/search?query=title%3A%22IS%2019807%22
IS 19808,IS 19808 : 2026,IS 19808 : 2026,2026,55085,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19808&id=55085,https://archive.org/search?query=title%3A%22IS%2019808%22
IS 19809,IS 19809 : 2026,IS 19809 : 2026,2026,55249,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19809&id=55249,https://archive.org/search?query=title%3A%22IS%2019809%22
IS 1981,IS 1981 : 2018,IS 1981: Animal Casings,2018,8607,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1981&id=8607,https://archive.org/download/gov.in.is.1981.1978/gov.in.is.1981.1978.pdf
IS 19810,IS 19810 : 2026,IS 19810 : 2026,2026,55528,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19810&id=55528,https://archive.org/search?query=title%3A%22IS%2019810%22
IS 19811,IS 19811 : 2026,IS 19811 : 2026,2026,55345,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19811&id=55345,https://archive.org/search?query=title%3A%22IS%2019811%22
IS 19814,IS 19814 : 2026,IS 19814 : 2026,2026,55346,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19814&id=55346,https://archive.org/search?query=title%3A%22IS%2019814%22
IS 19815,IS 19815 : 2026,IS 19815 : 2026,2026,55347,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19815&id=55347,https://archive.org/search?query=title%3A%22IS%2019815%22
IS 19819,IS 19819 : 2026,IS 19819 : 2026,2026,55281,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19819&id=55281,https://archive.org/search?query=title%3A%22IS%2019819%22
IS 1982,IS 1982 : 2026,IS 1982 : 2026,2026,54796,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1982&id=54796,https://archive.org/search?query=title%3A%22IS%201982%22
IS 19821,IS 19821 : 2026,IS 19821 : 2026,2026,55195,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19821&id=55195,https://archive.org/search?query=title%3A%22IS%2019821%22
IS 19822,IS 19822 : 2026,IS 19822 : 2026,2026,55468,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19822&id=55468,https://archive.org/search?query=title%3A%22IS%2019822%22
IS 19823,IS 19823 : 2026,IS 19823 : 2026,2026,55363,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19823&id=55363,https://archive.org/search?query=title%3A%22IS%2019823%22
IS 19826,IS 19826 : 2026,IS 19826 : 2026,2026,55224,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19826&id=55224,https://archive.org/search?query=title%3A%22IS%2019826%22
IS 19827,IS 19827 : 2026,IS 19827 : 2026,2026,55225,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19827&id=55225,https://archive.org/search?query=title%3A%22IS%2019827%22
IS 19828,IS 19828 : 2026,IS 19828 : 2026,2026,55226,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19828&id=55226,https://archive.org/search?query=title%3A%22IS%2019828%22
IS 19829,IS 19829 : 2026,IS 19829 : 2026,2026,55227,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19829&id=55227,https://archive.org/search?query=title%3A%22IS%2019829%22
IS 1983,IS 1983 : 2004,IS 1983 : 2004,2004,8609,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1983&id=8609,https://archive.org/search?query=title%3A%22IS%201983%22
IS 19830,IS 19830 : 2026,IS 19830 : 2026,2026,55228,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19830&id=55228,https://archive.org/search?query=title%3A%22IS%2019830%22
IS 19831,IS 19831 : 2026,IS 19831 : 2026,2026,55229,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19831&id=55229,https://archive.org/search?query=title%3A%22IS%2019831%22
IS 19832,IS 19832 : 2026,IS 19832 : 2026,2026,55230,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19832&id=55230,https://archive.org/search?query=title%3A%22IS%2019832%22
IS 19833,IS 19833 : 2026,IS 19833 : 2026,2026,55231,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19833&id=55231,https://archive.org/search?query=title%3A%22IS%2019833%22
IS 19834,IS 19834 : 2026,IS 19834 : 2026,2026,55294,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19834&id=55294,https://archive.org/search?query=title%3A%22IS%2019834%22
IS 19835,IS 19835 : 2026,IS 19835 : 2026,2026,55295,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19835&id=55295,https://archive.org/search?query=title%3A%22IS%2019835%22
IS 1984 : Part 1,IS 1984 : Part 1 : 2023,IS 1984 : Part 1 : 2023,2023,48565,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1984+%3a+Part+1&id=48565,https://archive.org/search?query=title%3A%22IS%201984%20%3A%20Part%201%22
IS 1984 : Part 2,IS 1984 : Part 2 : 2023,IS 1984 : Part 2 : 2023,2023,48488,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1984+%3a+Part+2&id=48488,https://archive.org/search?query=title%3A%22IS%201984%20%3A%20Part%202%22
IS 1984 : Part 3,IS 1984 : Part 3 : 2023,IS 1984 : Part 3 : 2023,2023,47653,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1984+%3a+Part+3&id=47653,https://archive.org/search?query=title%3A%22IS%201984%20%3A%20Part%203%22
IS 1984 : Part 4,IS 1984 : Part 4 : 2025,IS 1984 : Part 4 : 2025,2025,53304,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1984+%3a+Part+4&id=53304,https://archive.org/search?query=title%3A%22IS%201984%20%3A%20Part%204%22
IS 1984 : Part 5,IS 1984 : Part 5 : 2024,IS 1984 : Part 5 : 2024,2024,50439,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1984+%3a+Part+5&id=50439,https://archive.org/search?query=title%3A%22IS%201984%20%3A%20Part%205%22
IS 1984 : Part 6,IS 1984 : Part 6 : 2024,IS 1984 : Part 6 : 2024,2024,50609,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1984+%3a+Part+6&id=50609,https://archive.org/search?query=title%3A%22IS%201984%20%3A%20Part%206%22
IS 1984 : Part 7,IS 1984 : Part 7 : 2026,IS 1984 : Part 7 : 2026,2026,54455,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1984+%3a+Part+7&id=54455,https://archive.org/search?query=title%3A%22IS%201984%20%3A%20Part%207%22
IS 19841,IS 19841 : 2026,IS 19841 : 2026,2026,55364,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19841&id=55364,https://archive.org/search?query=title%3A%22IS%2019841%22
IS 19843,IS 19843 : 2026,IS 19843 : 2026,2026,55365,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19843&id=55365,https://archive.org/search?query=title%3A%22IS%2019843%22
IS 19844,IS 19844 : 2026,IS 19844 : 2026,2026,55366,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19844&id=55366,https://archive.org/search?query=title%3A%22IS%2019844%22
IS 19845,IS 19845 : 2026,IS 19845 : 2026,2026,55367,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19845&id=55367,https://archive.org/search?query=title%3A%22IS%2019845%22
IS 19846,IS 19846 : 2026,IS 19846 : 2026,2026,55368,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19846&id=55368,https://archive.org/search?query=title%3A%22IS%2019846%22
IS 19847,IS 19847 : 2026,IS 19847 : 2026,2026,55369,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19847&id=55369,https://archive.org/search?query=title%3A%22IS%2019847%22
IS 19848,IS 19848 : 2026,IS 19848 : 2026,2026,55370,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19848&id=55370,https://archive.org/search?query=title%3A%22IS%2019848%22
IS 1985 : Part 1,IS 1985 : Part 1 : 1980,IS 1985 : Part 1 : 1980,1980,8612,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1985+%3a+Part+1&id=8612,https://archive.org/search?query=title%3A%22IS%201985%20%3A%20Part%201%22
IS 1985 : Part 2,IS 1985 : Part 2 : 1980,IS 1985 : Part 2 : 1980,1980,18852,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1985+%3a+Part+2&id=18852,https://archive.org/search?query=title%3A%22IS%201985%20%3A%20Part%202%22
IS 1985 : Part 3,IS 1985 : Part 3 : 1980,IS 1985 : Part 3 : 1980,1980,8613,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1985+%3a+Part+3&id=8613,https://archive.org/search?query=title%3A%22IS%201985%20%3A%20Part%203%22
IS 19850,IS 19850 : 2026,IS 19850 : 2026,2026,55127,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19850&id=55127,https://archive.org/search?query=title%3A%22IS%2019850%22
IS 19851,IS 19851 : 2026,IS 19851 : 2026,2026,55250,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19851&id=55250,https://archive.org/search?query=title%3A%22IS%2019851%22
IS 19852,IS 19852 : 2026,IS 19852 : 2026,2026,55251,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19852&id=55251,https://archive.org/search?query=title%3A%22IS%2019852%22
IS 19853,IS 19853 : 2026,IS 19853 : 2026,2026,55252,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19853&id=55252,https://archive.org/search?query=title%3A%22IS%2019853%22
IS 19854,IS 19854 : 2026,IS 19854 : 2026,2026,55253,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19854&id=55253,https://archive.org/search?query=title%3A%22IS%2019854%22
IS 19855,IS 19855 : 2026,IS 19855 : 2026,2026,55254,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19855&id=55254,https://archive.org/search?query=title%3A%22IS%2019855%22
IS 19856,IS 19856 : 2026,IS 19856 : 2026,2026,55296,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19856&id=55296,https://archive.org/search?query=title%3A%22IS%2019856%22
IS 19857,IS 19857 : 2026,IS 19857 : 2026,2026,55297,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19857&id=55297,https://archive.org/search?query=title%3A%22IS%2019857%22
IS 19858,IS 19858 : 2026,IS 19858 : 2026,2026,55255,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19858&id=55255,https://archive.org/search?query=title%3A%22IS%2019858%22
IS 19859,IS 19859 : 2026,IS 19859 : 2026,2026,55371,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19859&id=55371,https://archive.org/search?query=title%3A%22IS%2019859%22
IS 1986,IS 1986 : 1981,IS 1986 : 1981,1981,8614,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1986&id=8614,https://archive.org/search?query=title%3A%22IS%201986%22
IS 19860,IS 19860 : 2026,IS 19860 : 2026,2026,55372,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19860&id=55372,https://archive.org/search?query=title%3A%22IS%2019860%22
IS 19861,IS 19861 : 2026,IS 19861 : 2026,2026,55256,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19861&id=55256,https://archive.org/search?query=title%3A%22IS%2019861%22
IS 19863 : Part 1,IS 19863 : Part 1 : 2026,IS 19863 : Part 1 : 2026,2026,55348,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19863+%3a+Part+1&id=55348,https://archive.org/search?query=title%3A%22IS%2019863%20%3A%20Part%201%22
